LV_Name,LV_Family,LV_Manufacturer,LV_Max_Stage,Length,Diameter,Launch_Mass,LEO_Capacity,TO_Thrust,Class
Topaze VE111L,Agate               ,SEREB,1,  7.9 , 0.80 ,     3.4 ,       0 ,     147 ,V
Agate,Agate               ,SEREB,1,  8.5 , 0.80 ,     3.2 ,       0 ,     186 ,Q
Rubis,Agate               ,SEREB,2,  9.6 , 0.80 ,     4.0 ,       0 ,     186 ,R
MD-620,Agate               ,DASST/IAI,1, 13.4 , 0.80 ,     6.5 ,       0 ,,B
Jericho,Agate               ,DASST/IAI,2, 13.4 , 0.80 ,     6.5 ,       0 ,,B
Jericho-1,Arrow2              ,DASST/IAI,1,  9.0 , 0.80 ,     6.0 ,       0 ,,B
Arrow 2,Arrow2              ,IAI,2,  6.3 , 0.80 ,     2.5 ,       0 ,,B
HIBEX,HIBEX               ,BOKT?,1,  5.2 , 0.79 ,     6.0 ,       0 ,,B
Upstage,HIBEX               ,MDAC,2,  5.2 , 0.79 ,     6.0 ,       0 ,,T
ARPAT,Sergeant            ,RAYTH?,2,  8.0 , 0.79 ,     4.0 ,       0 ,,T
RV-A-10,Sergeant            ,GEMTS/JPL,1,  6.2 , 0.79 ,     3.5 ,       0 ,     140 ,T
Sergeant,Sergeant            ,JPL,1,  5.1 , 0.79 ,     2.3 ,       0 ,     220 ,B
High Virgo WS199C,Sergeant            ,CONV,1,  9.4 , 0.79 ,     5.5 ,       0 ,     220 ,M
Polaris TV,Polaris             ,LVN,1,  8.0 , 0.79 ,     5.0 ,       0 ,     220 ,T
Polaris FTV-5,Sergeant            ,LMSC,2, 10.1 , 0.79 ,     5.0 ,       0 ,,B
Journeyman,Sergeant            ,AEROL,4, 18.9 , 0.79 ,     6.3 ,       0 ,,R
Bold Orion,Sergeant            ,MARTB,1, 11.3 , 0.79 ,,       0 ,,M
Storm,Sergeant            ,OSCC,2,, 0.79 ,     6.0 ,       0 ,,M
Sergeant Hydac,Sergeant            ,SDCO,2, 13.8 , 0.79 ,     4.8 ,       0 ,,R
Draco,Sergeant            ,MCDA,2, 14.0 , 0.79 ,,       0 ,,Q
X-17,Sergeant            ,LVN,3, 12.3 , 0.79 ,     3.4 ,       0 ,     220 ,V
Polaris FTV-3,Sergeant            ,LVN,3, 12.3 , 0.79 ,     3.4 ,       0 ,     220 ,V
Polaris FTV-1,Sergeant            ,LMSC,1, 10.1 , 0.79 ,     5.0 ,       0 ,,A
Shotput,Sergeant            ,PARD,2,  9.9 , 0.79 ,     5.1 ,       0 ,     220 ,X
Sergeant 5-stage,Sergeant            ,PARD,5, 14.0 , 0.79 ,,       0 ,     230 ,Q
Castor,Sergeant            ,THKX,1,  8.0 , 0.79 ,,       0 ,     235 ,R
Blue Scout Jr,Sergeant            ,LTV,4, 12.4 , 0.79 ,     5.8 ,       0 ,     222 ,R
Blue Scout Jr SLV-1B(m),Sergeant            ,LTV,3, 12.0 , 0.79 ,     5.8 ,       0 ,     222 ,R
Blue Scout Jr SLV-1C,Sergeant            ,LTV,3, 12.4 , 0.79 ,     5.8 ,       0 ,     222 ,R
RAM A,Sergeant            ,PARD,4,, 0.79 ,,       0 ,,R
RAM B,Sergeant            ,PARD,3, 12.6 , 0.79 ,     6.0 ,       0 ,     235 ,R
Strypi,Sergeant            ,SAND,1,, 0.79 ,,       0 ,,R
Swik A,Sergeant            ,SAND,2, 11.0 , 0.79 ,     5.9 ,       0 ,,R
Strypi II,Sergeant            ,SAND,1, 11.3 , 0.79 ,     5.5 ,       0 ,     586 ,R
Strypi IIR,Sergeant            ,SAND,1, 11.3 , 0.79 ,     5.5 ,       0 ,     586 ,R
Strypi IIAR,Sergeant            ,SAND,1,, 0.79 ,,       0 ,     586 ,R
Strypi IV,Sergeant            ,SAND,2,  9.3 , 0.79 ,,       0 ,     586 ,R
Strypi IVA,Sergeant            ,SAND,2,  9.3 , 0.79 ,,       0 ,     586 ,R
Strypi IVR,Sergeant            ,SAND,2,  9.3 , 0.79 ,,       0 ,     586 ,R
Strypi VI,Sergeant            ,SAND,3,, 0.79 ,,       0 ,,R
Strypi VIIAR,Sergeant            ,SAND,3,, 0.79 ,,       0 ,,R
Strypi VIIR,Sergeant            ,SAND,3, 11.2 , 0.79 ,     4.6 ,       0 ,     499 ,R
Strypi VIIIR,Sergeant            ,SAND,2, 11.2 , 0.79 ,     4.6 ,       0 ,     499 ,R
Strypi IX,Sergeant            ,SAND,2,, 0.79 ,,       0 ,,R
Strypi XI,Sergeant            ,SAND,3,, 0.79 ,,       0 ,,R
DOT,Sergeant            ,SAND,2, 11.6 , 0.79 ,     5.5 ,       0 ,     586 ,M
Athena,Sergeant            ,ATLR,4, 15.2 , 0.79 ,     7.2 ,       0 ,     586 ,M
WASP,Sergeant            ,LARC?,2, 14.7 , 0.79 ,     6.8 ,       0 ,     580 ,R
Castor Lance,Sergeant            ,SAND,2, 15.1 , 0.79 ,     5.8 ,       0 ,,R
Castor-Recruit,Sergeant            ,SAND,2,, 0.79 ,,       0 ,,R
Trailblazer 2,Sergeant            ,AFCRL,4, 15.7 , 0.79 ,     6.1 ,       0 ,     547 ,V
Astrobee 1500,Sergeant            ,AJSP,2, 10.4 , 0.79 ,     5.2 ,       0 ,     566 ,R
Scanner,Sergeant            ,LARC,3,, 0.79 ,,       0 ,     550 ,R
Xaero,Xaero               ,MASTEN,1,  4.6 , 0.77 ,     1.0 ,       0 ,,R
D-21B,Avanti              ,LAC,2, 13.1 , 0.77 ,,       0 ,,C
RTV-A-2,MX-774              ,CONV,1,  9.6 , 0.76 ,     1.3 ,       0 ,      35 ,T
Corporal,Corporal            ,SUEL/JPL,1, 14.0 , 0.76 ,     5.4 ,       0 ,      89 ,A
Corporal Type 1,Corporal            ,SUEL/JPL,1, 14.0 , 0.76 ,     5.4 ,       0 ,      89 ,A
Corporal E,Corporal            ,JPL,1, 14.0 , 0.76 ,     4.5 ,       0 ,      89 ,T
Talos,Talos               ,APL,1,  9.8 , 0.76 ,     3.5 ,       0 ,,A
HPB,Talos               ,SDCO,2, 14.4 , 0.76 ,     9.0 ,       0 ,,R
Talos Castor,Talos               ,SDCO,2, 16.9 , 0.76 ,     8.2 ,       0 ,,R
Talos Terrier,Talos               ,DNA,2, 10.0 , 0.76 ,,       0 ,,Q
Talos Terrier Oriole,Talos               ,NASA,3, 19.8 , 0.76 ,,       0 ,,R
SRBM T4-G,Talos               ,MDA,2, 14.0 , 0.76 ,,       0 ,,R
LCLV,Talos               ,SDCO,3, 16.5 , 0.76 ,     6.9 ,       0 ,,R
Talos Sergeant Hydac,Talos               ,SDCO,3, 17.3 , 0.76 ,     6.1 ,       0 ,,R
TATER,Talos               ,SAMSO?,3, 12.3 , 0.76 ,,       0 ,,Q
Starbird,Talos               ,SDCO,4, 17.5 , 0.76 ,     7.4 ,       0 ,,R
Super Chief I,Talos               ,AJSP,2, 14.7 , 0.76 ,     4.7 ,       0 ,     516 ,R
Super Chief II,Talos               ,AJSP,2, 14.7 , 0.76 ,     4.7 ,       0 ,     516 ,R
Talos Terrier Peregrine,Talos               ,MSFC,3, 14.0 , 0.46 ,     1.0 ,       0 ,,R
Oriole III,Talos               ,DTI,3, 14.0 , 0.46 ,     1.0 ,       0 ,     258 ,R
Oriole IV,Talos               ,NASA,4, 19.8 , 0.76 ,,       0 ,,R
Black Brant XI,Talos               ,BAL,3, 17.0 , 0.76 ,     5.3 ,       0 ,     489 ,R
Black Brant XII,Talos               ,BAL,4, 17.0 , 0.76 ,     5.3 ,       0 ,     489 ,R
Black Brant XIA,Talos               ,BAL,3, 17.0 , 0.76 ,     5.3 ,       0 ,     489 ,R
Black Brant XIIA,Talos               ,BAL,4, 17.0 , 0.76 ,     5.3 ,       0 ,     489 ,R
NOTS EV1,HOTROC              ,NOTS,5,  4.4 , 0.76 ,     0.9 ,       1 ,     125 ,O
Al Samoud 2,Samoud              ,IQMIC,1,  7.2 , 0.76 ,     2.0 ,       0 ,,A
OTRAG,OTRAG               ,OTR,1, 10.3 , 0.76 ,,       0 ,,X
TKS VA SAS,TKSVA,OKB52,1, 10.5 , 0.74 ,,       0 ,,T
Lambda 2,Lambda              ,ISAS,2, 15.5 , 0.74 ,     6.3 ,       0 ,     970 ,R
Lambda 3,Lambda              ,ISAS,3, 17.4 , 0.74 ,     7.0 ,       0 ,     970 ,R
Lambda 3H,Lambda              ,ISAS,3, 16.5 , 0.74 ,     8.2 ,       0 ,     970 ,R
Lambda 4S,Lambda              ,ISAS,4, 16.5 , 0.74 ,     9.4 ,      26 ,     970 ,O
Lambda 4SC,Lambda              ,ISAS,4, 16.5 , 0.74 ,     9.4 ,       0 ,     970 ,X
Lambda 4T,Lambda              ,ISAS,4, 16.5 , 0.74 ,     9.4 ,       0 ,     970 ,X
ST-735,SB-735              ,ISAS,2, 14.0 , 0.74 ,     7.4 ,       0 ,,R
NAL-735,SB-735              ,ISAS/NAL,1, 10.0 , 0.74 ,     4.7 ,       0 ,     250 ,T
Shaurya,K-15                ,DRDO,2, 10.0 , 0.74 ,     6.2 ,       0 ,,M
Kontakt,Kontakt             ,FAKEL,3, 10.0 , 0.74 ,     4.5 ,       0 ,,M
VLS-R1,Sonda               ,IAE,2,  6.0 , 0.72 ,     1.0 ,       0 ,     120 ,T
Pedro Recruit,Pedro               ,USAF,2,  7.8 , 0.71 ,,       0 ,     244 ,T
Arrow 3,Arrow3              ,IAI,2, 11.0 , 0.70 ,     1.5 ,       0 ,,M
Miura 1,Miura,PLDS,1, 12.7 , 0.70 ,     2.6 ,       0 ,      30 ,R
Skylark L,SkylarkL,SKYR,1, 11.7 , 0.70 ,     0.0 ,       0 ,,W
SyLEx,Sylex,ARIG,1, 10.0 , 0.70 ,     0.0 ,       0 ,,R
HIMES Rockoon,KM-D                ,NISST,1,  3.5 , 0.70 ,     0.5 ,       0 ,,T
Zolfaghar,Zulfiqar,IRGC,1, 10.3 , 0.68 ,     5.0 ,       0 ,      90 ,B
Apollo LES,Apollo.LES          ,NAA,1, 10.2 , 0.66 ,     2.5 ,       0 ,     690 ,T
ARRW,ARRW,LMPLM,1,  5.9 , 0.66 ,     2.3 ,       0 ,,A
KN-02,Tochka              ,KPA,1,  6.4 , 0.65 ,     2.0 ,       0 ,,A
Tochka,Tochka              ,KBM,1,  6.4 , 0.65 ,     2.0 ,       0 ,,A
Tochka-U,Tochka              ,KBM,1,  6.4 , 0.65 ,     2.0 ,       0 ,,A
ZUR-215,V-750               ,NPOL,1, 10.7 , 0.65 ,     2.3 ,       0 ,     490 ,A
V-750,V-750               ,FAKEL,1, 10.7 , 0.65 ,     2.3 ,       0 ,     490 ,A
Qahir-1,V-750               ,FAKEL,1, 11.0 , 0.65 ,     2.3 ,       0 ,     490 ,A
Qahir-M2,V-750               ,FAKEL,1, 11.0 , 0.65 ,     2.3 ,       0 ,     490 ,A
SR75,SR75                ,HYIMP,1, 14.0 , 0.64 ,     1.0 ,       0 ,      75 ,A
Sabre Zombie,ATACMS              ,SMDC,1,  4.0 , 0.61 ,     1.0 ,       0 ,      57 ,B
Pathfinder Zombie,ATACMS              ,SMDC,1,  6.0 , 0.61 ,     1.0 ,       0 ,      57 ,A
ATACMS,ATACMS              ,SMDC,1,  5.0 , 0.61 ,     1.0 ,       0 ,      57 ,B
X-51A,ATACMS              ,BNAP,2,  7.7 , 0.61 ,     1.8 ,       0 ,     180 ,T
Tayfun,B-611,ROKSN,1,  7.0 , 0.60 ,     2.0 ,       0 ,,M
Bora-1,B-611,ROKSN,1,  7.0 , 0.60 ,     2.0 ,       0 ,,A
B-611,B-611,SANJ,1,  7.0 , 0.60 ,     2.0 ,       0 ,      90 ,B
TP 0.1,B-611,ROKSN,1,  6.0 , 0.60 ,     1.0 ,       0 ,,A
TP 0.2,B-611,ROKSN,2,  8.0 , 0.60 ,     1.0 ,       0 ,,R
SR 0.1,B-611,ROKSN,2,  8.0 , 0.60 ,     1.0 ,       0 ,,R
K-BATS,ATACMS              ,HANWHA,1,  4.0 , 0.60 ,     1.5 ,       0 ,,A
Hwasong-11Na,KN-24               ,KP,1,  5.5 , 0.60 ,     1.5 ,       0 ,,M
Badr-1,Grad                ,FAKEL,1,  5.0 , 0.60 ,     2.0 ,       0 ,,A
Grad,Grad                ,FAKEL,1,  5.0 , 0.60 ,     2.0 ,       0 ,,A
NOTS EV2,NOTS500             ,NOTS,2,  4.9 , 0.61 ,     1.3 ,       0 ,,X
GFV,NOTS500             ,NOTS,2,  4.9 , 0.61 ,     1.3 ,       0 ,,X
HYSR,HYSR                ,LMSC,1, 18.0 , 0.61 ,,       0 ,     270 ,Q
SORS,SORS,DVST,1, 10.0 , 0.60 ,,       0 ,,A
LS-C,LS-C                ,MHITO?,2, 10.3 , 0.60 ,     2.3 ,       0 ,,A
Seliger 1,Seliger             ,DRG,1,  3.4 , 0.60 ,     0.5 ,       0 ,      49 ,A
Seliger 2,Seliger             ,DRG,2,  6.0 , 0.60 ,     1.5 ,       0 ,      49 ,R
Seliger 3,Seliger             ,DRG,3, 12.8 , 0.60 ,     3.0 ,       0 ,      49 ,R
JTSPACE Sounding Rocket,JTSPACE,JTSPACE,2, 11.4 , 0.60 ,     1.4 ,       0 ,      66 ,R
Javelin,HJ                  ,AEROL,4, 14.8 , 0.58 ,     3.4 ,       0 ,     365 ,R
Trailblazer 1,HJ                  ,PARD,6, 17.1 , 0.58 ,     3.4 ,       0 ,     365 ,V
Taurus Orion,HJ                  ,WFF,2, 10.1 , 0.58 ,     2.0 ,       0 ,     457 ,R
Taurus Tomahawk,HJ                  ,WFF,2,  9.4 , 0.58 ,     1.6 ,       0 ,     457 ,R
Taurus Nike Tomahawk,HJ                  ,WFF,3, 12.0 , 0.58 ,     2.2 ,       0 ,     457 ,R
Taurus,HJ                  ,WFF,1,  5.0 , 0.58 ,     1.5 ,       0 ,     457 ,T
Taurion,HJ                  ,WFF,1,  5.0 , 0.58 ,     1.5 ,       0 ,       7 ,T
Exos,HJ                  ,UMI,3, 12.9 , 0.58 ,     2.6 ,       0 ,     365 ,R
Strongarm,HJ                  ,UMI,5, 17.1 , 0.58 ,     3.3 ,       0 ,     365 ,R
Honest John,HJ                  ,ORDRSA,1,  5.0 , 0.58 ,     1.5 ,       0 ,     365 ,T
Father John,HJ                  ,ORDRSA,1,  5.0 , 0.58 ,     1.5 ,       0 ,     365 ,T
Improved Honest John,HJ                  ,DAC,1,  4.1 , 0.58 ,     1.5 ,       0 ,,A
HJ,HJ                  ,ORDRSA,1,  5.0 , 0.58 ,     1.5 ,       0 ,     365 ,T
HJ Hydac,HJ                  ,SDCO,2, 11.3 , 0.58 ,     2.6 ,       0 ,     365 ,R
HJ Orion,HJ                  ,NASA,2, 12.6 , 0.58 ,     2.0 ,       0 ,     365 ,R
HJ Javelin,HJ                  ,SDCO,2,  9.1 , 0.58 ,     1.7 ,       0 ,     365 ,R
HJ Nike,HJ                  ,SDCO,2, 14.3 , 0.58 ,     2.7 ,       0 ,     365 ,R
HJ Nike Hydac,HJ                  ,SDCO,3, 14.3 , 0.58 ,     2.9 ,       0 ,     365 ,R
HJ Nike Javelin,HJ                  ,SDCO,3, 13.4 , 0.58 ,     2.8 ,       0 ,     365 ,R
HJ Nike Gosling,HJ                  ,PARD,3, 10.0 , 0.58 ,,       0 ,     365 ,Q
HJ Nike Nike,HJ                  ,PARD,3, 10.0 , 0.58 ,,       0 ,     365 ,R
"HJ Nike Nike 20""SM",HJ                  ,PARD,4, 12.0 , 0.58 ,     3.2 ,       0 ,     365 ,R
HJ Nike T40,HJ                  ,PARD,3, 12.0 , 0.58 ,,       0 ,     365 ,Q
HJ Nike T40 T55,HJ                  ,PARD,4, 12.0 , 0.58 ,,       0 ,     365 ,Q
HJ Nike Tri-Deacon T40,HJ                  ,PARD,4, 12.0 , 0.58 ,,       0 ,     365 ,Q
HJ Nike Nike Recruit,HJ                  ,PARD,4, 10.0 , 0.58 ,     1.3 ,       0 ,     365 ,Q
HJ Nike Nike Recruit T55,HJ                  ,PARD,5, 10.9 , 0.58 ,     1.3 ,       0 ,     365 ,Q
HJ PRV,HJ                  ,PARD,4, 12.0 , 0.58 ,,       0 ,     365 ,A
Jason,HJ                  ,AEROL,5, 17.5 , 0.58 ,     3.4 ,       0 ,     365 ,R
X-7A-1,HJ                  ,LVN,2,  2.1 , 0.61 ,     3.6 ,       0 ,,C
Fateh-110,Zelzal              ,IR,1,  9.0 , 0.61 ,     1.0 ,       0 ,,A
Fateh-360,Zelzal              ,IR,1,  9.0 , 0.61 ,     1.0 ,       0 ,,M
M-600,Zelzal              ,SYMC,1,  9.0 , 0.61 ,     1.0 ,       0 ,,M
Zelzal,Zelzal              ,IR,1, 10.0 , 0.61 ,     0.9 ,       0 ,,A
Zelzal-1,Zelzal              ,IR,1, 10.0 , 0.61 ,     0.9 ,       0 ,,A
Zelzal-2,Zelzal              ,IR,1, 10.0 , 0.61 ,     0.9 ,       0 ,,A
Zelzal-3,Zelzal              ,IR,1, 10.0 , 0.61 ,     0.9 ,       0 ,,A
Kavoshgar K110,Zelzal              ,IR,1, 10.0 , 0.61 ,     0.9 ,       0 ,,R
Lance,Lance               ,LTVM,1,  6.2 , 0.56 ,,       0 ,,A
Sonda 3,Sonda3              ,IAE,2,  8.0 , 0.56 ,     1.5 ,       0 ,     102 ,R
VS-30,Sonda3              ,INPE,1,  5.0 , 0.56 ,     1.4 ,       0 ,     102 ,R
VSB-30,Sonda3              ,INPE,2, 12.0 , 0.56 ,     2.6 ,       0 ,     102 ,R
S31/S30/IO,Sonda3              ,INPE,3, 12.0 , 0.56 ,     2.6 ,       0 ,     102 ,R
VS-30/Orion,Sonda3              ,INPE,2,  7.0 , 0.56 ,     1.8 ,       0 ,     102 ,R
VS-31/Orion,Sonda3              ,IAE,2,  8.0 , 0.56 ,     1.8 ,       0 ,     102 ,R
VS-31/IM,Sonda3              ,IAE,2,  8.0 , 0.56 ,     2.7 ,       0 ,     102 ,R
Red Kite,RedKite,DLR/BAYCH,1,  3.3 , 0.56 ,     1.1 ,       0 ,     226 ,R
Red Kite/Red Kite,RedKite,DLR/BAYCH,2, 13.4 , 0.56 ,     1.1 ,       0 ,     226 ,R
Red Kite/IM,RedKite,DLR/BAYCH,2,  8.0 , 0.56 ,     1.1 ,       0 ,     226 ,R
Red Kite/BB5,RedKite,DLR/BAYCH,2, 13.4 , 0.56 ,     1.1 ,       0 ,     226 ,R
ATV,Stromboli           ,VSSC,2, 10.3 , 0.56 ,     3.0 ,       0 ,     120 ,R
RH-560/300 Mk II,Stromboli           ,VSSC,2,  9.1 , 0.56 ,     1.3 ,       0 ,      76 ,R
RH-560 Mk III,Stromboli           ,VSSC,2,  9.1 , 0.56 ,     1.3 ,       0 ,      76 ,R
RH-560S,Stromboli           ,VSSC,1,  5.9 , 0.56 ,     1.5 ,       0 ,     119 ,R
RH-560,Stromboli           ,VSSC,2,  8.4 , 0.56 ,     1.3 ,       0 ,      76 ,R
RH-560/LPR-3T,Stromboli           ,VSSC,2, 10.0 , 0.56 ,     2.5 ,       0 ,     119 ,A
Berenice,Stromboli           ,ONERA,4, 12.3 , 0.56 ,     3.4 ,       0 ,     170 ,V
Titus,Stromboli           ,ONERA,2, 11.6 , 0.56 ,     3.4 ,       0 ,     170 ,V
Tibere,Stromboli           ,ONERA,3, 14.2 , 0.56 ,     4.6 ,       0 ,     170 ,V
Tacite,Stromboli           ,ONERA,1,  7.8 , 0.56 ,     2.0 ,       0 ,     170 ,V
OPd-56-39-22D,Stromboli           ,ONERA,4, 12.2 , 0.56 ,     1.8 ,       0 ,     200 ,V
Antares,Stromboli           ,ONERA,4, 12.2 , 0.56 ,     1.8 ,       0 ,     200 ,V
Dragon,Stromboli           ,SUD,2,  7.0 , 0.56 ,     1.2 ,       0 ,      75 ,R
Dragon 2B,Stromboli           ,SUD,2,  7.0 , 0.56 ,     1.2 ,       0 ,      97 ,R
Dragon 3,Stromboli           ,SUD,2,  7.3 , 0.56 ,     1.3 ,       0 ,      97 ,R
Hatf I,Stromboli           ,SUPA,1,  5.3 , 0.56 ,     1.1 ,       0 ,      97 ,A
Dauphin,Stromboli           ,SUD,1,  5.3 , 0.56 ,     1.1 ,       0 ,      97 ,R
Eridan,Stromboli           ,CNES,2,  8.3 , 0.56 ,     2.1 ,       0 ,      97 ,R
Hatf II,Stromboli           ,SUPA,2,  8.3 , 0.56 ,     2.1 ,       0 ,      97 ,B
SE4400,Stromboli           ,SUD,1,  8.1 , 0.56 ,     1.2 ,       0 ,,A
VE10A Aigle,Stromboli           ,LRBA,1,  8.0 , 0.55 ,     2.3 ,       0 ,,Q
VE10 Aigle,Stromboli           ,LRBA,1,  8.0 , 0.55 ,     2.3 ,       0 ,,Q
Stataltex,Stromboli           ,NORD,1,  9.9 , 0.56 ,     1.7 ,       0 ,,C
Vega Statoreacteur,Stromboli           ,NORD,1,  9.9 , 0.56 ,     1.7 ,       0 ,,C
Veronique R,Veronique           ,LRBA,1,  7.3 , 0.55 ,     1.3 ,       0 ,      40 ,T
Veronique,Veronique           ,LRBA,1,  7.3 , 0.55 ,     1.3 ,       0 ,      40 ,R
Veronique AGI,Veronique           ,LRBA,1,  7.1 , 0.55 ,     1.3 ,       0 ,      40 ,R
Veronique 61,Veronique           ,LRBA,1,  9.5 , 0.55 ,     1.9 ,       0 ,      60 ,R
Veronique 61M,Veronique           ,LRBA,1,  9.5 , 0.55 ,     1.9 ,       0 ,      60 ,R
Veronique P2,Veronique           ,LRBA,1,  6.0 , 0.55 ,     0.5 ,       0 ,      20 ,T
Veronique P6,Veronique           ,LRBA,1,  6.0 , 0.55 ,     0.5 ,       0 ,      20 ,T
Sounding Rocket,NSPOB               ,NSPO,2,  8.0 , 0.55 ,     2.0 ,       0 ,,R
Luna-M,Luna                ,MITT,1,  9.4 , 0.54 ,     2.5 ,       0 ,,A
SM-3,Mk72                ,USN,3,  7.9 , 0.53 ,     1.3 ,       0 ,,R
SM-3-IB,Mk72                ,USN,3,  7.9 , 0.53 ,     1.3 ,       0 ,,R
SM-3-IIA,Mk72                ,USN,3,  7.9 , 0.53 ,     1.3 ,       0 ,,R
SM-2-IV,Mk72                ,USN,2,  7.9 , 0.53 ,     1.3 ,       0 ,,A
SM-6,Mk72                ,USN,2,  7.9 , 0.53 ,     1.3 ,       0 ,,A
Hades,Hades               ,AELM,1,  7.5 , 0.53 ,     1.9 ,       0 ,,B
Black Sparrow,BlackSparrow        ,IAI,1,  4.8 , 0.53 ,     1.2 ,       0 ,,B
Blue Sparrow,BlackSparrow        ,IAI,1,  6.5 , 0.53 ,     1.9 ,       0 ,,B
Silver Sparrow,BlackSparrow        ,IAI,1,  8.4 , 0.53 ,     3.1 ,       0 ,,B
Al Samoud,V-750               ,IQMIC,1,  7.7 , 0.50 ,     1.5 ,       0 ,,A
Al Fatah,Fatah               ,FATAH,1,  6.5 , 0.50 ,     1.6 ,       0 ,,A
Cedre 3,Cedre               ,LRS,3,  6.8 , 0.52 ,     1.2 ,       0 ,,A
Cedre 4,Cedre               ,LRS,3,  7.0 , 0.52 ,     1.2 ,       0 ,,R
S-520,S-520               ,NISST,1,  9.4 , 0.52 ,     2.2 ,       0 ,     143 ,R
SS-520,S-520               ,NISST,2,  9.7 , 0.52 ,     2.6 ,       0 ,,R
TT-500,JCR                 ,NASDA,2, 10.5 , 0.50 ,     2.2 ,       0 ,,R
TT-500A,JCR                 ,NASDA,2, 10.5 , 0.50 ,     2.2 ,       0 ,,R
48N6,48N6                ,FAKEL,1,  7.5 , 0.50 ,     1.8 ,       0 ,,A
JCR,JCR                 ,NASDA,2, 10.3 , 0.51 ,     2.3 ,       0 ,     133 ,X
Momo,Momo                ,IST,1,  9.9 , 0.50 ,     1.1 ,       0 ,      12 ,R
Hydra Sandhawk,NOTS400             ,NOTS/LLNL,2, 10.0 , 0.50 ,     1.2 ,       0 ,,R
STIG-B,STIG-B              ,ARMAD,1, 10.4 , 0.51 ,     0.7 ,       0 ,      22 ,R
SARGE,STIG-B              ,EXOSA,1, 11.0 , 0.51 ,     1.1 ,       0 ,      24 ,A
K-15,K-15                ,DRDO,2, 11.0 , 0.50 ,     4.0 ,       0 ,,M
E-8-5 VA,E8                  ,NPOL,1,  2.3 , 0.50 ,     0.8 ,       0 ,,D
Long Tom,LongTom             ,WRE,2,  8.3 , 0.47 ,     0.9 ,       0 ,     190 ,R
HAT,LongTom             ,WRE,2,  5.0 , 0.47 ,     0.5 ,       0 ,,R
Nike T48 Ajax,T48                 ,DAC,2,  8.0 , 0.46 ,     1.3 ,       0 ,     190 ,A
SM-2,Terrier             ,USN,2,  7.9 , 0.53 ,     1.3 ,       0 ,,A
SM-2 TMT,Terrier             ,USN,2,  7.9 , 0.53 ,     1.3 ,       0 ,,B
SM-1ER,Terrier             ,GDPO,2,  8.0 , 0.46 ,     1.3 ,       0 ,     258 ,A
Hugo,Terrier             ,NMSU,2, 10.0 , 0.46 ,     1.3 ,       0 ,,R
Terrier Sandhawk,Terrier             ,SAND,2, 11.4 , 0.46 ,,       0 ,     258 ,R
ARAV-ER,Terrier             ,KRAT,3, 14.0 , 0.46 ,     1.0 ,       0 ,     258 ,R
Oriole II,Terrier             ,DTI,2, 11.0 , 0.46 ,     1.0 ,       0 ,     258 ,R
Terrier Oriole,Terrier             ,DTI,2, 11.0 , 0.46 ,     1.0 ,       0 ,     258 ,R
Terrier Oriole Oriole,Terrier             ,DGA,3, 14.0 , 0.46 ,     1.0 ,       0 ,     258 ,R
Oriole IIIA,Terrier             ,DTI,3, 14.0 , 0.46 ,     1.0 ,       0 ,     258 ,R
Terrier Terrier Oriole,Terrier             ,DTI,3, 14.0 , 0.46 ,     1.0 ,       0 ,     258 ,R
MRBM T4-E,Terrier             ,DTI,3, 14.0 , 0.46 ,     1.0 ,       0 ,     258 ,R
Terrier Mk 70 Oriole,Terrier             ,DTI,2, 11.0 , 0.46 ,     1.0 ,       0 ,     258 ,R
SRBM T4-B,Terrier             ,DTI,2, 11.0 , 0.46 ,     1.0 ,       0 ,     258 ,R
Terrier,Terrier             ,ORDRSA,1,  6.0 , 0.46 ,     1.3 ,       0 ,     258 ,T
Terrier Mk 70 Peregrine,Terrier             ,MSFC,2, 17.0 , 0.46 ,     2.2 ,       0 ,,R
Terrier Malemute,Terrier             ,SAND,2, 12.7 , 0.46 ,     1.6 ,       0 ,     258 ,R
Terrier Imp Malemute,Terrier             ,GSFC,2, 12.7 , 0.46 ,     1.6 ,       0 ,     258 ,R
Terrier Terrier Imp Mal.,Terrier             ,GSFC,3, 12.7 , 0.46 ,     1.6 ,       0 ,     258 ,R
Terrier/551,Terrier             ,NOTS?,2,  8.4 , 0.46 ,     1.3 ,       0 ,     258 ,R
Terrier LEAP,Terrier             ,BMDO,3, 10.0 , 0.46 ,     1.3 ,       0 ,     258 ,A
Terrier ASAS,Terrier             ,BMDO,2, 12.0 , 0.46 ,     1.3 ,       0 ,     258 ,R
Terrier Hydac,Terrier             ,DACC,2, 10.0 , 0.46 ,,       0 ,     258 ,R
Terrier Nike,Terrier             ,SAND,2,  9.8 , 0.46 ,     1.1 ,       0 ,     258 ,A
Terrier Asp IV,Terrier             ,NOTS,2, 10.0 , 0.46 ,     1.1 ,       0 ,     258 ,R
Terrier Asp,Terrier             ,NOTS,2, 10.0 , 0.46 ,     1.1 ,       0 ,     258 ,R
Terrier Orion,Terrier             ,NASA,2, 12.8 , 0.46 ,     1.3 ,       0 ,     258 ,R
Terrier Mk 70 Orion,Terrier             ,NASA,2, 12.8 , 0.46 ,     1.3 ,       0 ,     258 ,R
Terrier Improved Orion,Terrier             ,NASA,2, 12.8 , 0.46 ,     1.3 ,       0 ,     258 ,R
